,id,startTime,endTime,downtime,orderStart,orderEnd,stopUpdatedTime,stopUpdatedBy,categoryName,causeOne,causeTwo,causeThree,causeFour,causeFive,childDeviceName,deviceName,shiftName,shiftStartTime,shiftEndTime,deviceDataId,orderId,mainStopId,skuName,comment,reasonOne,reasonTwo,Status
448,448,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
449,449,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
450,450,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
451,451,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
452,452,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
453,453,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
454,454,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
455,455,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
456,456,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
457,457,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
458,458,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
459,459,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
460,460,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
461,461,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
462,462,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
463,463,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
464,464,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
465,465,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
466,466,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
467,467,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
468,468,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
469,469,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
470,470,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
471,471,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
472,472,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
473,473,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
474,474,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
475,475,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
476,476,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
477,477,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
478,478,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
479,479,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
480,480,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
481,481,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
482,482,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
483,483,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
484,484,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
485,485,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
486,486,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
487,487,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
488,488,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
489,489,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
490,490,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
491,491,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
492,492,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
493,493,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
494,494,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
495,495,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
496,496,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
497,497,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
498,498,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
499,499,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
500,500,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
501,501,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
502,502,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
503,503,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
504,504,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
505,505,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
506,506,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
507,507,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
508,508,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
509,509,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
510,510,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
511,511,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
512,512,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
513,513,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
514,514,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
515,515,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
516,516,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
517,517,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
518,518,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
519,519,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
520,520,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
521,521,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
522,522,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
523,523,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
524,524,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
525,525,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
526,526,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
527,527,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
528,528,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
529,529,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
530,530,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
531,531,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
532,532,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
533,533,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
534,534,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
535,535,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
536,536,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
537,537,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
538,538,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
539,539,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
540,540,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
541,541,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
542,542,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
543,543,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
544,544,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
545,545,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
546,546,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
547,547,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
548,548,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
549,549,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
550,550,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
551,551,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
552,552,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
553,553,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
554,554,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
555,555,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
556,556,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
557,557,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
558,558,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
559,559,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
560,560,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
561,561,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
562,562,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
563,563,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
564,564,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
565,565,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
566,566,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
567,567,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
568,568,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
569,569,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
570,570,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
571,571,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
572,572,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
573,573,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
574,574,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
575,575,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
576,576,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
577,577,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
578,578,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
579,579,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
580,580,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
581,581,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
582,582,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
583,583,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
584,584,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
585,585,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
586,586,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
587,587,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
588,588,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
589,589,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
590,590,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
591,591,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
592,592,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
593,593,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
594,594,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
595,595,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
596,596,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
597,597,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
598,598,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
599,599,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
600,600,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
601,601,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
602,602,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
603,603,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
604,604,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
605,605,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
606,606,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
607,607,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
608,608,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
609,609,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
610,610,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
611,611,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
612,612,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
613,613,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
614,614,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
615,615,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
616,616,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
617,617,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
618,618,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
619,619,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
620,620,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
621,621,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
622,622,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
623,623,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
624,624,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
625,625,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
626,626,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
627,627,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
628,628,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
629,629,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
630,630,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
631,631,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
632,632,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
633,633,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
634,634,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
635,635,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
636,636,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
637,637,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
638,638,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
639,639,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
640,640,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
641,641,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
642,642,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
643,643,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
644,644,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
645,645,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
646,646,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
647,647,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
648,648,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
649,649,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
650,650,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
651,651,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
652,652,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
653,653,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
654,654,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
655,655,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
656,656,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
657,657,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
658,658,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
659,659,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
660,660,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
661,661,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
662,662,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
663,663,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
664,664,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
665,665,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
666,666,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
667,667,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
668,668,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
669,669,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
670,670,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
671,671,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
672,672,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
673,673,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
674,674,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
675,675,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
676,676,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
677,677,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
678,678,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
679,679,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
680,680,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
681,681,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
682,682,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
683,683,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
684,684,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
685,685,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
686,686,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
687,687,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
688,688,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
689,689,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
690,690,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
691,691,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
692,692,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
693,693,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
694,694,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
695,695,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
696,696,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
697,697,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
698,698,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
699,699,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
700,700,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
701,701,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
702,702,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
703,703,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
704,704,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
705,705,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
706,706,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
707,707,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
708,708,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
709,709,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
710,710,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
711,711,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
712,712,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
713,713,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
714,714,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
715,715,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
716,716,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
717,717,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
718,718,,,,,,,,Unplanned,,,,,,MiraFlex 1,MiraFlex 1,,,,,,,,,,,
